15,703.5,358.5,128.4
0000,657.5,357.5
0000,751.5,357.5
0000,593.5,382.5
0000,688.5,360.5
0000,623.5,338.5
0000,808.5,323.5
0000,810.5,384.5
0000,800.5,415.5
0000,721.5,360.5
0000,816.5,352.5
0000,623.5,372.5
0000,780.5,368.5
0000,594.5,323.5
0000,589.5,354.5
0000,780.5,342.5
0001,657.5,357.5
0001,592.5,381.5
0001,721.5,359.5
0001,802.5,416.5
0001,623.5,338.5
0001,778.5,369.5
0001,808.5,322.5
0001,590.5,356.5
0001,687.5,360.5
0001,811.5,385.5
0001,623.5,371.5
0001,747.5,356.5
0001,781.5,343.5
0001,815.5,354.5
0001,595.5,321.5
0002,657.5,357.5
0002,811.5,385.5
0002,687.5,360.5
0002,808.5,323.5
0002,799.5,415.5
0002,778.5,367.5
0002,594.5,323.5
0002,622.5,370.5
0002,593.5,382.5
0002,780.5,340.5
0002,623.5,341.5
0002,719.5,359.5
0002,751.5,356.5
0002,591.5,355.5
0002,816.5,352.5
0003,808.5,322.5
0003,591.5,383.5
0003,751.5,357.5
0003,801.5,418.5
0003,813.5,384.5
0003,778.5,369.5
0003,721.5,360.5
0003,593.5,324.5
0003,817.5,353.5
0003,686.5,358.5
0003,779.5,342.5
0003,621.5,373.5
0003,589.5,354.5
0003,622.5,313.5
0003,657.5,360.5
0004,594.5,323.5
0004,751.5,357.5
0004,800.5,414.5
0004,657.5,360.5
0004,589.5,354.5
0004,687.5,360.5
0004,622.5,338.5
0004,591.5,380.5
0004,812.5,384.5
0004,622.5,370.5
0004,808.5,322.5
0004,816.5,352.5
0004,722.5,357.5
0004,779.5,368.5
0004,780.5,340.5
0005,591.5,382.5
0005,811.5,385.5
0005,591.5,323.5
0005,657.5,358.5
0005,590.5,355.5
0005,622.5,338.5
0005,780.5,343.5
0005,817.5,352.5
0005,800.5,414.5
0005,808.5,323.5
0005,622.5,370.5
0005,779.5,368.5
0005,686.5,359.5
0005,752.5,355.5
0005,719.5,357.5
0006,657.5,357.5
0006,810.5,386.5
0006,751.5,357.5
0006,686.5,359.5
0006,780.5,368.5
0006,594.5,323.5
0006,803.5,417.5
0006,623.5,370.5
0006,818.5,355.5
0006,624.5,339.5
0006,589.5,354.5
0006,592.5,382.5
0006,809.5,321.5
0006,721.5,360.5
0006,781.5,339.5
0007,811.5,385.5
0007,590.5,355.5
0007,751.5,357.5
0007,658.5,356.5
0007,593.5,384.5
0007,593.5,322.5
0007,624.5,340.5
0007,802.5,416.5
0007,780.5,340.5
0007,780.5,369.5
0007,687.5,360.5
0007,622.5,370.5
0007,720.5,358.5
0007,815.5,354.5
0007,808.5,322.5
0008,623.5,340.5
0008,658.5,356.5
0008,811.5,385.5
0008,686.5,359.5
0008,719.5,358.5
0008,811.5,323.5
0008,623.5,372.5
0008,594.5,383.5
0008,589.5,354.5
0008,815.5,354.5
0008,751.5,357.5
0008,800.5,414.5
0008,595.5,322.5
0008,780.5,340.5
0008,781.5,370.5
0009,657.5,357.5
0009,590.5,380.5
0009,590.5,356.5
0009,811.5,385.5
0009,721.5,360.5
0009,594.5,323.5
0009,811.5,323.5
0009,623.5,340.5
0009,780.5,364.5
0009,684.5,359.5
0009,802.5,415.5
0009,622.5,370.5
0009,780.5,340.5
0009,749.5,355.5
0009,816.5,352.5
0010,657.5,357.5
0010,623.5,338.5
0010,811.5,385.5
0010,780.5,369.5
0010,593.5,382.5
0010,596.5,323.5
0010,721.5,359.5
0010,751.5,357.5
0010,687.5,360.5
0010,589.5,354.5
0010,623.5,371.5
0010,817.5,351.5
0010,780.5,341.5
0010,808.5,322.5
0010,799.5,415.5
0011,686.5,359.5
0011,657.5,357.5
0011,623.5,340.5
0011,811.5,385.5
0011,593.5,382.5
0011,816.5,350.5
0011,780.5,342.5
0011,799.5,413.5
0011,589.5,354.5
0011,779.5,366.5
0011,624.5,371.5
0011,809.5,325.5
0011,594.5,323.5
0011,750.5,356.5
0011,721.5,360.5
0012,657.5,357.5
0012,595.5,322.5
0012,811.5,385.5
0012,624.5,340.5
0012,623.5,372.5
0012,778.5,371.5
0012,799.5,415.5
0012,591.5,355.5
0012,687.5,360.5
0012,594.5,382.5
0012,778.5,340.5
0012,817.5,355.5
0012,719.5,361.5
0012,809.5,324.5
0012,750.5,357.5
0013,657.5,357.5
0013,780.5,369.5
0013,687.5,360.5
0013,593.5,382.5
0013,815.5,354.5
0013,591.5,355.5
0013,622.5,338.5
0013,808.5,322.5
0013,799.5,413.5
0013,622.5,370.5
0013,721.5,360.5
0013,750.5,356.5
0013,811.5,386.5
0013,594.5,323.5
0013,778.5,343.5
0014,656.5,357.5
0014,623.5,340.5
0014,811.5,385.5
0014,592.5,382.5
0014,593.5,324.5
0014,623.5,372.5
0014,589.5,354.5
0014,686.5,359.5
0014,799.5,414.5
0014,751.5,357.5
0014,780.5,340.5
0014,720.5,358.5
0014,808.5,322.5
0014,776.5,368.5
0014,813.5,355.5
0015,811.5,385.5
0015,777.5,370.5
0015,798.5,415.5
0015,589.5,354.5
0015,721.5,358.5
0015,623.5,338.5
0015,595.5,322.5
0015,751.5,357.5
0015,808.5,322.5
0015,686.5,360.5
0015,814.5,356.5
0015,624.5,369.5
0015,657.5,358.5
0015,592.5,382.5
0015,782.5,342.5
0016,595.5,323.5
0016,657.5,357.5
0016,809.5,322.5
0016,817.5,355.5
0016,809.5,384.5
0016,721.5,359.5
0016,589.5,353.5
0016,802.5,411.5
0016,624.5,340.5
0016,623.5,372.5
0016,751.5,357.5
0016,594.5,382.5
0016,779.5,343.5
0016,779.5,369.5
0016,687.5,360.5
0017,595.5,322.5
0017,686.5,359.5
0017,721.5,359.5
0017,811.5,384.5
0017,816.5,352.5
0017,657.5,359.5
0017,588.5,354.5
0017,795.5,410.5
0017,808.5,316.5
0017,593.5,382.5
0017,624.5,371.5
0017,622.5,339.5
0017,780.5,340.5
0017,778.5,369.5
0017,751.5,356.5
0021,760.5,385.5
0021,790.5,288.5
0021,654.5,348.5
0021,789.5,365.5
0021,781.5,335.5
0021,625.5,373.5
0021,623.5,339.5
0021,595.5,392.5
0021,593.5,323.5
0021,598.5,354.5
0021,811.5,332.5
0021,759.5,315.5
0021,720.5,358.5
0021,685.5,358.5
0021,751.5,345.5
0022,598.5,399.5
0022,790.5,288.5
0022,811.5,326.5
0022,763.5,311.5
0022,655.5,337.5
0022,625.5,373.5
0022,598.5,355.5
0022,687.5,360.5
0022,594.5,323.5
0022,751.5,344.5
0022,778.5,337.5
0022,621.5,340.5
0022,779.5,369.5
0022,757.5,408.5
0022,722.5,359.5
0023,655.5,335.5
0023,779.5,369.5
0023,624.5,373.5
0023,601.5,391.5
0023,623.5,338.5
0023,594.5,323.5
0023,761.5,311.5
0023,687.5,360.5
0023,737.5,328.5
0023,598.5,354.5
0023,791.5,286.5
0023,772.5,421.5
0023,722.5,359.5
0023,809.5,342.5
0023,770.5,340.5
0024,593.5,355.5
0024,687.5,360.5
0024,763.5,338.5
0024,782.5,372.5
0024,786.5,283.5
0024,654.5,334.5
0024,781.5,416.5
0024,594.5,322.5
0024,624.5,338.5
0024,627.5,372.5
0024,604.5,391.5
0024,759.5,312.5
0024,721.5,360.5
0024,804.5,355.5
0024,730.5,308.5
0025,655.5,335.5
0025,782.5,415.5
0025,784.5,281.5
0025,595.5,323.5
0025,622.5,337.5
0025,592.5,353.5
0025,687.5,358.5
0025,603.5,398.5
0025,718.5,358.5
0025,742.5,315.5
0025,771.5,367.5
0025,746.5,345.5
0025,627.5,371.5
0025,802.5,354.5
0025,723.5,293.5
0026,606.5,409.5
0026,718.5,359.5
0026,780.5,414.5
0026,625.5,372.5
0026,803.5,341.5
0026,781.5,278.5
0026,653.5,335.5
0026,622.5,337.5
0026,746.5,345.5
0026,592.5,355.5
0026,726.5,322.5
0026,598.5,320.5
0026,686.5,359.5
0026,772.5,359.5
0026,725.5,296.5
0028,622.5,411.5
0028,782.5,415.5
0028,716.5,354.5
0028,621.5,334.5
0028,591.5,356.5
0028,746.5,343.5
0028,731.5,326.5
0028,785.5,279.5
0028,647.5,320.5
0028,778.5,376.5
0028,686.5,360.5
0028,777.5,336.5
0028,597.5,326.5
0028,618.5,365.5
0028,724.5,295.5
0029,782.5,415.5
0029,589.5,355.5
0029,745.5,343.5
0029,784.5,385.5
0029,719.5,349.5
0029,727.5,321.5
0029,615.5,371.5
0029,645.5,313.5
0029,626.5,410.5
0029,622.5,340.5
0029,597.5,325.5
0029,687.5,357.5
0029,779.5,280.5
0029,726.5,296.5
0029,772.5,328.5
0030,777.5,328.5
0030,780.5,277.5
0030,781.5,387.5
0030,654.5,311.5
0030,686.5,359.5
0030,725.5,323.5
0030,627.5,409.5
0030,618.5,366.5
0030,748.5,344.5
0030,594.5,324.5
0030,631.5,336.5
0030,716.5,351.5
0030,782.5,418.5
0030,589.5,355.5
0030,726.5,290.5
0034,747.5,345.5
0034,780.5,277.5
0034,740.5,314.5
0034,617.5,346.5
0034,595.5,327.5
0034,708.5,323.5
0034,712.5,244.5
0034,781.5,419.5
0034,657.5,323.5
0034,739.5,414.5
0034,687.5,357.5
0034,630.5,420.5
0034,589.5,359.5
0034,665.5,296.5
0034,755.5,285.5
0035,686.5,360.5
0035,597.5,322.5
0035,626.5,437.5
0035,660.5,333.5
0035,713.5,245.5
0035,616.5,347.5
0035,753.5,285.5
0035,746.5,346.5
0035,722.5,422.5
0035,667.5,295.5
0035,781.5,277.5
0035,781.5,419.5
0035,706.5,323.5
0035,737.5,317.5
0035,589.5,353.5
0036,627.5,442.5
0036,596.5,321.5
0036,668.5,335.5
0036,705.5,244.5
0036,688.5,360.5
0036,739.5,314.5
0036,707.5,324.5
0036,667.5,297.5
0036,783.5,277.5
0036,591.5,355.5
0036,615.5,348.5
0036,696.5,430.5
0036,749.5,344.5
0036,754.5,287.5
0036,780.5,418.5
0039,666.5,296.5
0039,754.5,287.5
0039,627.5,442.5
0039,666.5,340.5
0039,740.5,314.5
0039,781.5,417.5
0039,617.5,310.5
0039,590.5,347.5
0039,619.5,345.5
0039,708.5,322.5
0039,782.5,278.5
0039,680.5,434.5
0039,688.5,359.5
0039,705.5,245.5
0039,745.5,344.5
0040,627.5,442.5
0040,669.5,297.5
0040,625.5,290.5
0040,687.5,361.5
0040,740.5,367.5
0040,757.5,296.5
0040,590.5,336.5
0040,742.5,317.5
0040,620.5,346.5
0040,664.5,336.5
0040,679.5,433.5
0040,705.5,245.5
0040,707.5,323.5
0040,782.5,275.5
0040,781.5,418.5
0041,627.5,442.5
0041,688.5,361.5
0041,741.5,392.5
0041,781.5,417.5
0041,675.5,312.5
0041,620.5,345.5
0041,766.5,302.5
0041,662.5,342.5
0041,592.5,331.5
0041,782.5,275.5
0041,640.5,278.5
0041,705.5,245.5
0041,678.5,435.5
0041,708.5,322.5
0041,739.5,316.5
0042,627.5,442.5
0042,768.5,319.5
0042,596.5,321.5
0042,687.5,361.5
0042,708.5,324.5
0042,783.5,277.5
0042,706.5,244.5
0042,738.5,406.5
0042,658.5,349.5
0042,657.5,441.5
0042,737.5,317.5
0042,618.5,344.5
0042,680.5,305.5
0042,661.5,264.5
0042,779.5,419.5
