Tick,Region0,Region1,Region2,Region3,Region4,Region5,Region6,Region7,Region8,Region9,Region10,Region11,Region12,Region13,Region14
32,8424.450863216363,7271.077482502381,474.2160823982199,804.8371559052958,2743.030385299841,1451.7912977479605,1192.9237689718448,12105.127967769982,657.6363791771882,556.3640234644146,1780.3140731728895,12957.901050527784,2895.952343541147,1906.9341567863185,15588.161692083504
63,5868.630540064249,1628.2348590024385,2702.785896710081,2011.431308459615,12974.797288133437,15220.323849360077,2247.10536437693,525.0850896526114,13607.317111712639,722.6223484469203,701.1096246450599,1137.0735705173988,9247.452373517544,717.9166229322169,1498.8328750339115
94,792.9115999701248,2105.7508274057177,14048.443273750661,769.5957699722954,536.0828821503002,1536.8822449615957,2417.7587202767104,2045.2880393779517,13092.44746686492,15152.513536778742,1213.5389661837594,731.7616763968892,1488.645247868392,5718.141273730034,9160.95719687703
125,8761.458286238385,1465.2919420726823,2390.24322864116,2071.0802724513032,12978.551038337217,15171.661714761889,855.5843721411056,14397.518745430718,1442.4162943318822,783.8006764748981,1242.2922355548924,5938.634998139414,520.5494858937004,799.2383464653063,1992.3970856305739
156,876.5052903388985,1928.8060793989666,14669.576679728083,851.5553016941305,533.320545981594,1454.9740796200692,2311.137648407483,2260.1121754901637,12911.627259866476,15075.657835850265,1236.6422058238586,766.9899254485808,1442.871612498129,6093.754242369054,8397.187840049372
187,2263.734100842876,1437.1097231547062,2400.9581659924697,521.5005698823724,12818.356906297968,15012.39036637116,945.2289294352222,1846.4260912265145,867.4583706870186,14966.593178452395,1195.8641615663678,763.8609583564165,1420.4943952347205,6298.9726102044715,8051.7701948604445
218,544.3167420896691,1456.79025980122,2105.205998206123,2637.2686190637273,12830.762705917003,15021.683966942981,938.9327925624299,1854.0852479033488,851.7582493865057,15163.528662626011,1124.193525586161,716.173451949035,1406.0773360843057,5930.4437310772855,8229.497433369324
249,565.092434380576,1481.67658887521,2056.011559809774,2889.844650303988,12756.348035733701,14924.964825701534,922.6019896146395,1832.1956148880413,839.3610305389604,15433.143804935879,1042.5698897306338,671.696017515671,1376.8872977810806,5786.822927488999,8231.502055266441
280,1916.12383601296,1485.4032062083977,3197.556920525105,586.5785002605274,12781.837305740757,14933.304182940125,841.6710733550592,1910.3496048186175,782.4423457199185,15587.035879493778,977.2753342248515,618.4678870979913,1366.8178897524751,5132.813302453771,8693.041453960781
311,1514.5559152091523,14859.041033386065,3510.865965962081,1871.6841056681574,12789.405135622374,853.2801475863861,8910.729606218472,607.0410517459942,4770.8912007012705,1991.8395823962537,15673.480568662379,673.1778514755665,751.6416976190219,1326.5838496214267,706.5010106905256
342,1523.172170275734,14879.592704520035,3792.394233339107,1862.9604432307865,5096.483055428567,12659.827495870293,8424.895714010396,604.2156495316085,816.8733699753728,2101.4040882522663,15666.655811750223,743.0983649024716,644.1792348083972,1318.9611227745172,676.0052638953479
373,1537.9027113850589,14784.444051225924,4235.863448688882,1881.9783508174337,12527.769320924053,594.6726969336033,15569.886352206655,8391.363179515229,4927.62730902886,793.5719987165737,2210.10343839974,600.2359559309165,661.010402480866,792.3530743969922,1301.9364319143383
404,1548.5870320258841,14806.455373863173,4474.942490987175,2058.213228095165,12317.070535119854,15401.178347292444,620.9684675292747,8390.810177925001,1303.0143898755357,4746.951032530828,811.3297357928561,2336.4010157792036,762.413704774037,570.2096583173625,662.1735326573324
435,1579.976830892684,14666.763240820335,4851.871733385592,2272.4897552353787,12064.142550687546,15121.132772337847,8268.366669055358,4684.262037563161,874.5700115643107,722.49675798905,663.391162702408,2479.4666084786054,651.9201360672774,622.3283769048996,1287.5400788806678
466,14647.23359462894,2566.1235147044335,5007.920225098047,1654.2773179993658,14806.106432022123,2543.7137028307375,680.0481036179359,659.1862414209479,11797.204303833463,1008.7740278345465,1311.225891813885,666.3686261570207,615.7006831867252,8587.553158601737,4259.282898815229
497,14425.81968099614,2925.337352885843,5273.489990177086,1764.3441857955888,14753.973827141037,11424.335709675093,1117.43867680775,667.1572444607951,2421.9448864122132,669.3115281211026,1310.601962146718,637.3038596817269,3723.187299842924,9053.140979015463,643.3315394056441
528,3403.4566661078375,1878.809257435758,5414.1120827716,592.9679765300967,9556.547771378742,653.9252018054663,14329.75441488664,10853.372292097258,3242.2712911115013,2278.1803990168733,14774.299563473392,667.9862754409347,1185.8177493015412,662.223259380433,1316.994521827048
