Tick,Region0,Region1,Region2,Region3,Region4,Region5,Region6,Region7,Region8,Region9,Region10,Region11,Region12,Region13,Region14
192,1919.7697127063811,13909.9664127745,1895.59164346956,618.3691262911626,211.10774828040135,13784.182398263605,276.509790846537,13594.110159491607,2293.9401538747347,1869.6306530320871,1718.6482650611151,2176.6131432376505,2183.266328341569,14024.638176522507,334.3750103717018
224,2060.403019764364,14146.41375589771,244.22029586675276,1662.4786714492259,13598.51757020253,2128.998664718758,634.7246199630365,1921.336411189765,13824.825283864435,2109.8132651492406,317.02835601140606,2256.5517947973854,13972.2749612532,1700.7119921419387,232.4200602953786
512,14040.214857531208,2112.0045434944655,2211.4586087141665,1740.0071938271628,2031.7668800528882,13961.789214764434,233.63835972306487,13609.884038289378,241.274744490833,282.29028711217666,13848.087224435121,1785.0615195485161,531.2874581992129,1895.3636590223969,2286.590133360098
608,2199.6772135139727,13794.33729025124,275.75195032146036,180.1090568507678,2018.9782738765189,2019.9825078784497,2268.9860433722347,13910.893289476191,240.20224729354823,14082.641895526462,1951.7403873966664,1632.159874997295,2282.2084115402126,13430.749637854035,522.3006424160671
640,226.8077631092692,13474.240178607171,1959.2446593299092,2378.7505070410016,13843.025408727923,13962.53661138266,268.17609474128136,1887.8707594257207,2173.0015034153002,13893.585637770791,208.30295870827194,1727.4047768659002,542.6508799438395,2301.9179864794637,1963.2029970166154
768,2219.3250723483325,13558.642564735726,2011.2250156911182,238.22295210471532,220.34304440153733,13445.55141854068,12200.069056614386,2200.417024433013,2180.900168665088,13574.487857330465,2140.725710779714,1951.8067162775058,575.7209654761734,2124.3129740980826,2168.968181068592
864,13131.169776339937,2625.6255278401613,12967.613764856404,13059.03579239306,2135.7231075916493,13189.284952444992,2375.3459975278074,611.7868318148583,2201.883989525972,2445.2075881042006,292.8049275170606,861.3744567938596,246.19293095386598,2218.8717753622445,2448.7973034990546
992,2124.6169328208107,13616.77660784391,1995.4223775928524,2811.46706595618,2564.353442969366,12516.585272196691,2370.604751457406,293.0500915984068,260.81894429900797,218.43538264397216,12874.587008795283,2233.6666540921824,13037.383296060163,3116.7008355421713,776.2500586967302
1600,2178.2544502249125,12564.550297163532,298.2855890907819,3133.3517032236878,12552.72059686659,843.8374806421041,994.5243577552842,13162.17111364437,4083.9507557305083,3447.9462233960985,3352.7358897253157,10748.00420514742,446.87888535438276,359.3082283336222,2644.1989462665233
1696,11111.24518148472,1176.333739588972,477.02068694970734,3460.174333847916,434.34545898622764,2112.6994689936305,3004.9151675357825,11891.111251276245,206.4337709192183,3128.590985011917,3046.78667121027,1118.9374721148847,4506.299286744052,12391.839245977337,12743.986001924246
2080,12401.340276042478,6207.582153779468,11176.659909638494,8329.055242394654,1813.8021958587583,3397.3304307164835,872.8040863336487,4029.370097448354,1949.3283935852664,10927.730983835807,734.8152786388323,284.4607617527554,3303.932599044269,436.7529541696081,4945.753359326248
2912,5712.499966347539,830.6987940711928,5183.255034240165,7556.481925093538,7412.865490704,3443.6241827350186,5670.620630659217,2959.7740567490237,3461.6232687638076,1024.0756748360081,7584.023932275774,1038.3273633363397,5608.783992771089,5892.418557913056,7431.6458520693595
3456,6371.382841291285,10472.497507841366,5773.421668380704,6106.52988089168,455.5987067237453,6193.124545307019,1944.0751456656653,7410.475578377375,6560.276393667009,4480.039208100253,4197.802281884953,2829.175119712785,3228.2930512566995,762.0166178977229,4026.01017556686
3552,10400.987987019485,6292.395457805411,5649.091378051144,442.85060834917385,5969.980157238667,2135.821330242339,7497.139553155052,4451.336215247442,4075.9868760769,6685.173680960766,3270.621250986271,3993.933629819294,4226.828120616919,4835.406452909945,883.1660240863198
