Tick,Region0,Region1,Region2,Region3,Region4,Region5,Region6,Region7,Region8,Region9,Region10,Region11,Region12,Region13,Region14
1,9186.862086541565,4236.204683155803,5599.001164669724,6260.307173579754,2988.2867180568933,4514.865241579735,1144.154575914331,1318.9329058208439,5096.640611961038,3220.5463129052246,3151.8384006904876,2014.9759334296587,3485.3049446235436,8302.3106256572,10052.109658697831
130,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
259,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
388,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
517,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
647,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
776,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
905,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
1034,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
1163,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
1292,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
1422,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
1551,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
1680,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
1809,4351.6578989654845,9166.745820596467,5251.009307084955,6260.307173579754,3327.1885657607013,4439.685340681457,1476.6574322517074,2072.121077433277,3829.2820330484615,3128.5719306088904,3926.448141045885,8244.646548897766,2138.85415977155,3613.6838237354787,9345.481783821795
