Tick,AreaPerBot,AreaRef,Region0,Region1,Region2,Region3,Region4,Region5,Region6,Region7,Region8,Region9,Region10,Region11,Region12,Region13,Region14
32,4720.714581504343,4720.714581504342,-4431.781051506383,-4328.894111732924,-2895.722495032989,8831.478878755477,8673.117115358566,-2547.5541172383278,9466.919653629635,-2810.1255376935883,-2630.355928380238,-4323.213815237047,-2818.2733467494063,9551.027679913434,-2573.9413984226053,-2852.8548555639677,-4309.826670099641
64,4720.714581504343,4720.714581504342,8890.081568703034,-4410.915992782468,-4332.37362661726,-2880.6152148008273,8786.963660791887,-2906.922464521526,9604.321573085203,-2832.943076090677,-2805.5267060622564,-4350.7462624536265,-2665.2117540297313,-2579.9229063939924,-4267.796395570701,-2713.2003222025314,9464.807918945462
256,4720.714581504343,4720.714581504342,10603.663902310609,-2864.8162475275667,-2694.0265012189443,8883.162327626287,-4405.343877119778,-4334.8318883629645,-2846.2440036012194,-4335.329416041464,10630.893440873273,-2850.073046756316,-3484.0869891241628,-2814.7564685382695,-2862.599983960673,-4315.1142683394955,7689.503019780677
320,4720.714581504343,4720.714581504342,-2683.595052658185,8798.515134462754,8696.748122766696,-2863.931664936952,9528.756336763769,-4461.877690801669,-4365.947832005993,-4319.680487290753,-2791.1818580445542,-2797.7078955966404,-2565.014266116599,-4342.556053819225,9621.514710711082,-2753.8596526119563,-2700.181850821781
416,4720.714581504343,4720.714581504342,-4409.436962953728,-2539.365268136838,8864.087593094537,9512.438081486882,-2992.1816054817155,-2795.724902665459,-4260.051731334386,-2807.3962075993013,8889.937704239339,-4340.716838660597,-2798.841917835646,-2732.4695113596426,9592.698450790467,-2835.2243266404907,-4347.752556943434
448,4720.714581504343,4720.714581504342,-4312.817469090644,-2707.2215077235705,8866.906482921246,-2850.656381444396,8811.979203626393,-4384.058537257629,-4414.400878644381,9427.38224646552,9649.348710787142,-2988.372700330976,-2727.7585360079092,-2779.2052318754,-4260.858196949216,-2883.884323121524,-2446.3828813546625
480,4720.714581504343,4720.714581504342,8831.727326045617,8796.213386405412,-2798.8419178356453,-2822.0359210148886,-2648.988698760991,-4395.436599283924,-4442.82023838729,-2813.7213254684784,-2856.2843004285314,-2809.3246996689522,9563.473268133852,9525.42214300411,-4347.752556943433,-4347.716957595806,-2433.912908201059
544,4720.714581504343,4720.714581504342,-2814.0452799273526,-2721.793652184661,9511.694032914193,9557.705893653658,-2826.266889705946,-4389.562808055611,7722.046035954016,-4395.436263024379,-4386.970573473931,-2842.51526656181,-2732.947409888081,8280.570326199686,-1160.948863116706,-2530.4272228492464,-4271.1020599338335
672,4720.714581504343,4720.714581504342,-2515.2626644366633,-2771.3531777678672,9550.028451180642,-2668.8865273541924,8070.894959689077,9715.091524019273,-2765.814070044348,-681.1619077048977,-4412.1433454065145,-2493.3038482086877,-4376.599047406059,6602.6313891959735,-4331.695736495618,-2646.3431944225085,-4276.082804837631
704,4720.714581504343,4720.714581504342,-2926.9624260091946,9475.110299066471,-4333.331889852583,-2285.098111428019,-2725.0493223791254,8041.958880125088,9688.70674550359,-4226.2955070273,-2758.958138465093,-2445.8960332999654,-4361.625972456047,-4304.139018585148,6548.421222579829,-2379.01324129254,-1007.8274864799687
