Tick,Region0,Region1,Region2,Region3,Region4,Region5,Region6,Region7,Region8,Region9,Region10,Region11,Region12,Region13,Region14
207,714.8473054379118,720.1935093653038,588.7065411616476,3565.2681824002652,4893.835135446522,2448.434157290247,6952.688222775063,12658.361397615174,4435.785928807283,1303.1374533654498,9049.045793835041,2966.9919090255526,2802.8270774727307,14603.00478110458,2869.213642180859
414,3938.8730920494772,6767.127413257556,5477.650374243983,1644.1980389034106,3210.507794266883,14059.424150673905,4499.566520253883,1597.0890178575034,1428.2772833756824,1514.5903795018382,2096.041037933891,8663.378565702196,7684.04910347968,1721.963850735368,6269.6044150483785
621,5149.680950395761,2906.8874388672098,2329.729438666567,638.0339043538687,10752.70981709622,5873.622019624295,2151.8017087868516,7339.224265037379,10010.187285900782,1619.43571021495,5658.823915450592,1950.7492722551012,2656.9396703655902,9645.631047087152,1888.884593181315
827,4394.56841230841,5178.668458652119,1904.72313598565,1299.653885195523,5713.892577024595,3524.6796670180693,9646.196709591688,723.5871114986369,676.0016105531131,4585.113249818493,7192.025175103445,1893.7778417516652,4754.05533292789,9879.48975937003,9205.908110484308
1034,641.7963593743731,872.4598983069279,3718.2219179890026,7031.628586554799,3700.0650013692084,1761.3889024855218,10290.626014696392,9653.71910615467,6387.638405524014,5365.47463801084,2758.3285312548246,2252.8838342831127,8379.354384762155,6161.6218029138,1597.1336536039928
1241,3176.7990120617083,1389.6259032961188,3298.794948121506,915.5802021531536,6686.186416359002,8488.6991179979,13130.693286038966,2193.9953527987377,2521.3433120813615,7713.243475572003,4874.09880600617,1745.806485832016,5007.622519774095,2477.4977802329768,6952.354418957918
1447,7726.064348556113,4936.118863494336,3213.888030819932,4727.897956900358,1552.8078608995902,1622.381288871769,2304.961977566163,15656.345091844269,12896.073576829305,2720.62702384805,1229.2465282174708,2498.3952016651706,5997.306639582771,1704.0017872492758,1786.2248609390556
1654,2048.6657980427044,8852.273465803108,2733.7120789078267,3487.350616049065,3238.689993730856,1053.2782810645854,1084.1485877952946,2138.228562685264,4738.58972392775,2424.0697857583564,19271.079145701096,13470.213325339455,2128.281970847846,1599.8124195328578,2303.9472820975648
1861,9926.710111940794,1857.2758567783358,9106.167219961857,1376.2348920156605,11397.251093435003,1768.3790023952843,19943.11826620063,925.9976979438306,2385.5940586907614,1681.060981826788,744.7285279375433,2985.0336753742376,1821.4469211942605,2792.3467148208433,1860.9960167678037
2067,2985.704587461821,9929.009056249088,1458.9134878519446,743.1196641242675,764.9611298881572,976.3349010819509,2457.373231510373,2313.876912831004,20420.416862387618,1609.5371008877098,2965.496894382988,16365.099568968637,1241.9038036972431,5756.623282819084,583.9705531417408
2274,2798.764591340204,10618.131893220676,3361.238966139274,22718.12853154655,16522.99671846115,882.3666506926362,754.5117425883215,2047.6584196297324,2637.036825974022,801.4613423474232,565.7455331953106,534.812423114412,1215.0743716220616,3305.2080606378036,1809.2049667740553
2402,12389.388173131456,597.9559911060785,1554.2951180646123,16742.686862163482,2370.408440336461,2667.698335928535,20327.012695171194,683.1866548419633,4887.661719992044,2894.396978725591,692.0960870363303,730.8087914603153,2353.0167837825556,627.5624282941068,1054.1659772489122
2609,10283.355687814303,6996.910130766258,775.4866181018047,553.222755723818,678.1068993566614,1007.9061526551509,725.142856842138,1449.0140885950564,6478.478502019497,992.2552481475818,2129.6859447275488,2145.91384516647,20726.166053772118,3382.473719686026,12248.222533909202
2815,10648.569986862558,7795.731032796151,19221.864255657267,12440.733344459166,832.2073617921533,1350.9887618279074,4436.826883527504,750.1473383253032,800.942335505017,3708.4591458549253,617.9805795498495,765.4296845412835,525.4058036429524,2309.4894719742892,4367.565050967309
3022,5430.941918429464,1715.8757941398237,20261.636731910367,1116.3630217227137,11321.637528678957,6100.262883480908,12837.30120576406,649.5315818716493,1057.0196730565515,1827.588423957404,612.337065723341,697.9622111242851,2058.4877514229343,4356.116500278619,529.2787457225679
3229,2674.394705738078,23475.684685368826,1332.4270666966377,1325.9385223661225,1227.3386839807167,814.8301473201642,12525.131989473155,1805.6249256538813,667.5898776678113,6151.962208871464,14034.641758025942,634.4632938010303,2614.7215634983763,738.815123819039,548.7764850023864
3435,16921.87901108697,4050.506838945957,22401.464618444326,1226.6341733013383,573.714901695085,606.0190841301927,625.578846655684,1178.4138955169908,2869.660585084461,1552.5866480888767,764.3054622729334,915.2518068818565,4979.431771201678,10244.034477001422,1662.858916975865
3642,19618.865575926346,1964.6001594918512,1227.0082753177205,1294.0874008820851,7618.8407922269425,961.9355585353949,7490.149351885173,1285.8213119416118,1663.9771161491694,20712.996922916474,925.0052155908356,2588.1481625099877,866.943421641597,649.6814722901776,1704.2802999782625
3849,16833.706829712064,2211.5705114787465,1388.6513326301779,1633.9717415773014,20277.650536043842,568.1576804189434,1870.7715322773283,1074.8779120662018,1074.119924760145,7456.719657135645,999.8622968631188,816.081513865952,877.3084748692719,5457.749963641294,8031.141129943607
